asset_id,asset_code,asset_name,district,structure_length_m,route_class,lanes_count,built_year,bridge_age_years,bridge_type_context,highway_raw,railway_raw,reported_width_m_context_only,render_width_used_as_model_fact,shared_features_present,transfer_scope
2146,AP_BR_OSM_W398772585,Unnamed Road Bridge - OSM 398772585,,24.3,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2147,AP_BR_OSM_W398772592,Unnamed Road Bridge - OSM 398772592,,21.43,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2148,AP_BR_OSM_W398784586,Veduruparthi Bridge,,120.52,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2149,AP_BR_OSM_W400471416,Podili - Vinukonda Road,,164.9,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2150,AP_BR_OSM_W402059235,Unnamed Road Bridge - OSM 402059235,,15.98,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2151,AP_BR_OSM_W402402259,Unnamed Road Bridge - OSM 402402259,,16.32,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2152,AP_BR_OSM_W402411367,Unnamed Road Bridge - OSM 402411367,,29.25,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2153,AP_BR_OSM_W402423110,Unnamed Road Bridge - OSM 402423110,,19.39,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2154,AP_BR_OSM_W402439874,Unnamed Road Bridge - OSM 402439874,,144.75,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2155,AP_BR_OSM_W402456450,Unnamed Road Bridge - OSM 402456450,,28.57,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2156,AP_BR_OSM_W402458928,Unnamed Road Bridge - OSM 402458928,,36.23,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2157,AP_BR_OSM_W402541078,Unnamed Road Bridge - OSM 402541078,,17.56,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2158,AP_BR_OSM_W402546764,Unnamed Road Bridge - OSM 402546764,,4.09,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2159,AP_BR_OSM_W402550887,Unnamed Road Bridge - OSM 402550887,,11.1,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2160,AP_BR_OSM_W402553826,Unnamed Road Bridge - OSM 402553826,,10.69,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2161,AP_BR_OSM_W402751686,Unnamed Road Bridge - OSM 402751686,,10.58,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2162,AP_BR_OSM_W402751697,Unnamed Road Bridge - OSM 402751697,,11.92,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2163,AP_BR_OSM_W402763689,Unnamed Road Bridge - OSM 402763689,,51.18,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2164,AP_BR_OSM_W402901432,Telugu Talli Flyover,,1452.4,ARTERIAL,2.0,,,ROAD,primary,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2165,AP_BR_OSM_W402901434,Telugu Talli Flyover,,1446.14,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2166,AP_BR_OSM_W402907980,Unnamed Pedestrian Bridge - OSM 402907980,,108.63,OTHER,,,,PEDESTRIAN,footway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2167,AP_BR_OSM_W402910860,Unnamed Road Bridge - OSM 402910860,,25.67,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2168,AP_BR_OSM_W402915313,Unnamed Road Bridge - OSM 402915313,,17.88,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2169,AP_BR_OSM_W402916029,Unnamed Road Bridge - OSM 402916029,,20.68,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2170,AP_BR_OSM_W402929911,Unnamed Road Bridge - OSM 402929911,,20.22,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2171,AP_BR_OSM_W402955060,Unnamed Road Bridge - OSM 402955060,,133.9,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2172,AP_BR_OSM_W404256204,Unnamed Road Bridge - OSM 404256204,,104.49,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2173,AP_BR_OSM_W404260033,Unnamed Road Bridge - OSM 404260033,,40.22,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2174,AP_BR_OSM_W404264384,Unnamed Road Bridge - OSM 404264384,,153.57,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2175,AP_BR_OSM_W404273125,Unnamed Road Bridge - OSM 404273125,,102.21,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2176,AP_BR_OSM_W404275489,Unnamed Road Bridge - OSM 404275489,,141.03,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2177,AP_BR_OSM_W404292105,Unnamed Road Bridge - OSM 404292105,,100.14,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2178,AP_BR_OSM_W404292106,Unnamed Road Bridge - OSM 404292106,,100.2,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2179,AP_BR_OSM_W404292107,Unnamed Road Bridge - OSM 404292107,,99.89,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2180,AP_BR_OSM_W404381823,Unnamed Road Bridge - OSM 404381823,,15.65,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2181,AP_BR_OSM_W404381824,Unnamed Road Bridge - OSM 404381824,,21.64,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2182,AP_BR_OSM_W404422142,Unnamed Road Bridge - OSM 404422142,,23.57,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2183,AP_BR_OSM_W404496340,Unnamed Road Bridge - OSM 404496340,,32.27,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2184,AP_BR_OSM_W404649082,Unnamed Road Bridge - OSM 404649082,,23.7,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2185,AP_BR_OSM_W404650650,Unnamed Road Bridge - OSM 404650650,,20.59,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2186,AP_BR_OSM_W404664079,Unnamed Road Bridge - OSM 404664079,,58.34,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2187,AP_BR_OSM_W404664082,Unnamed Road Bridge - OSM 404664082,,37.94,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2188,AP_BR_OSM_W404664084,Unnamed Road Bridge - OSM 404664084,,15.47,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2189,AP_BR_OSM_W405915621,Unnamed Road Bridge - OSM 405915621,,12.28,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2190,AP_BR_OSM_W405917378,Unnamed Road Bridge - OSM 405917378,,7.16,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2191,AP_BR_OSM_W405921530,Unnamed Road Bridge - OSM 405921530,,30.35,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2192,AP_BR_OSM_W406645957,Unnamed Road Bridge - OSM 406645957,,27.18,HIGH_CAPACITY,,,,ROAD,trunk,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2193,AP_BR_OSM_W406645958,Unnamed Road Bridge - OSM 406645958,,27.35,HIGH_CAPACITY,,,,ROAD,trunk,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2194,AP_BR_OSM_W406690749,Unnamed Road Bridge - OSM 406690749,,17.53,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2195,AP_BR_OSM_W406691104,Denduluru - Pangidigudem Road,,122.8,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2196,AP_BR_OSM_W406695258,Denduluru - Pangidigudem Road,,54.86,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2197,AP_BR_OSM_W406695440,Denduluru - Pangidigudem Road,,11.11,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2198,AP_BR_OSM_W406696385,Unnamed Road Bridge - OSM 406696385,,98.39,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2199,AP_BR_OSM_W406904923,Unnamed Rail Bridge - OSM 406904923,,26.68,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2200,AP_BR_OSM_W406904924,Unnamed Rail Bridge - OSM 406904924,,67.9,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2201,AP_BR_OSM_W406904929,Prathipadu - Nidadavolu Road,,93.56,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2202,AP_BR_OSM_W406910451,Bhimavaram - Gudivada Road,,14.57,ARTERIAL,2.0,,,ROAD,primary,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2203,AP_BR_OSM_W407061327,Unnamed Road Bridge - OSM 407061327,,72.25,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2204,AP_BR_OSM_W407087824,Unnamed Road Bridge - OSM 407087824,,115.35,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2205,AP_BR_OSM_W407087834,Unnamed Road Bridge - OSM 407087834,,95.03,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2206,AP_BR_OSM_W407091115,Unnamed Road Bridge - OSM 407091115,,14.31,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2207,AP_BR_OSM_W407094746,Unnamed Road Bridge - OSM 407094746,,22.28,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2208,AP_BR_OSM_W407770415,Suryarao Palem Bridge,,22.76,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2209,AP_BR_OSM_W407780274,Chilakapadu Bridge,,39.13,COLLECTOR,1.0,,,ROAD,tertiary,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2210,AP_BR_OSM_W409017643,Unnamed Rail Bridge - OSM 409017643,,134.57,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2211,AP_BR_OSM_W409017653,Unnamed Pedestrian Bridge - OSM 409017653,,24.81,OTHER,,,,PEDESTRIAN,footway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2212,AP_BR_OSM_W409017658,Unnamed Pedestrian Bridge - OSM 409017658,,24.29,OTHER,,,,PEDESTRIAN,footway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2213,AP_BR_OSM_W409017663,Unnamed Pedestrian Bridge - OSM 409017663,,16.93,OTHER,,,,PEDESTRIAN,steps,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2214,AP_BR_OSM_W409017667,Unnamed Pedestrian Bridge - OSM 409017667,,19.87,OTHER,,,,PEDESTRIAN,steps,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2215,AP_BR_OSM_W409017670,Unnamed Pedestrian Bridge - OSM 409017670,,22.24,OTHER,,,,PEDESTRIAN,steps,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2216,AP_BR_OSM_W409017675,Unnamed Pedestrian Bridge - OSM 409017675,,17.72,OTHER,,,,PEDESTRIAN,steps,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2217,AP_BR_OSM_W409030253,Unnamed Pedestrian Bridge - OSM 409030253,,25.21,OTHER,,,,PEDESTRIAN,footway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2218,AP_BR_OSM_W409030257,Unnamed Pedestrian Bridge - OSM 409030257,,17.47,OTHER,,,,PEDESTRIAN,steps,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2219,AP_BR_OSM_W409030258,Unnamed Pedestrian Bridge - OSM 409030258,,16.95,OTHER,,,,PEDESTRIAN,steps,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2220,AP_BR_OSM_W409369666,Unnamed Road Bridge - OSM 409369666,,21.71,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2221,AP_BR_OSM_W409369668,Unnamed Road Bridge - OSM 409369668,,16.83,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2222,AP_BR_OSM_W409369671,Unnamed Road Bridge - OSM 409369671,,35.3,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2223,AP_BR_OSM_W409369676,Unnamed Road Bridge - OSM 409369676,,9.02,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2224,AP_BR_OSM_W409381575,Unnamed Road Bridge - OSM 409381575,,43.87,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2225,AP_BR_OSM_W409383155,Unnamed Road Bridge - OSM 409383155,,10.29,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2226,AP_BR_OSM_W410192246,Unnamed Road Bridge - OSM 410192246,,9.45,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2227,AP_BR_OSM_W410446851,Unnamed Pedestrian Bridge - OSM 410446851,,35.68,OTHER,,,,PEDESTRIAN,footway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2228,AP_BR_OSM_W410527535,Unnamed Road Bridge - OSM 410527535,,5.31,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2229,AP_BR_OSM_W410527549,Unnamed Road Bridge - OSM 410527549,,5.16,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2230,AP_BR_OSM_W411914845,Unnamed Rail Bridge - OSM 411914845,,61.86,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2231,AP_BR_OSM_W411914847,Unnamed Rail Bridge - OSM 411914847,,60.11,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2232,AP_BR_OSM_W412362876,Unnamed Road Bridge - OSM 412362876,,27.77,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2233,AP_BR_OSM_W413985247,Unnamed Road Bridge - OSM 413985247,,90.39,HIGH_CAPACITY,2.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2234,AP_BR_OSM_W413992091,Unnamed Road Bridge - OSM 413992091,,633.55,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2235,AP_BR_OSM_W414784347,Unnamed Pedestrian Bridge - OSM 414784347,,20.21,OTHER,,,,PEDESTRIAN,path,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2236,AP_BR_OSM_W414784348,Unnamed Road Bridge - OSM 414784348,,58.24,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2237,AP_BR_OSM_W414784349,Unnamed Pedestrian Bridge - OSM 414784349,,16.63,OTHER,,,,PEDESTRIAN,path,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2238,AP_BR_OSM_W416469079,Canal lock,,40.06,OTHER,,,,ROAD,proposed,,3.0,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2239,AP_BR_OSM_W416469080,Boats Gate,,7.52,OTHER,,,,ROAD,bridleway,,1.0,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2240,AP_BR_OSM_W416469081,Gosthani Canal Lock,,48.51,OTHER,,,,ROAD,bridleway,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2241,AP_BR_OSM_W416469088,Koti Kaluva Vanthena,,36.14,ARTERIAL,,,,ROAD,secondary,,5.0,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2242,AP_BR_OSM_W417819805,Unnamed Road Bridge - OSM 417819805,,46.61,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2243,AP_BR_OSM_W419196896,Unnamed Road Bridge - OSM 419196896,,18.24,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2244,AP_BR_OSM_W421844954,Vijayawada - Mangalagiri Road -  Old NH16 Road,,18.02,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2245,AP_BR_OSM_W421844956,Howrah - Chennai Main Line,,100.31,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2246,AP_BR_OSM_W421844959,Howrah - Chennai Main Line,,102.89,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2247,AP_BR_OSM_W421844962,Vijayawada - Mangalagiri Road -  Old NH16 Road,,17.47,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2248,AP_BR_OSM_W421844963,Vijayawada - Mangalagiri Road -  Old NH16 Road,,19.5,ARTERIAL,3.0,,,ROAD,primary,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2249,AP_BR_OSM_W421844966,Unnamed Rail Bridge - OSM 421844966,,98.54,,,,,RAIL,,rail,,NO,1,RAIL_ONLY_EXCLUDED_FROM_NBI
2250,AP_BR_OSM_W421844977,Vijayawada - Mangalagiri Road ( Old NH16 Vijayawada - Mangalagiri Road -  Old NH16 Road),,21.61,ARTERIAL,3.0,,,ROAD,primary,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2251,AP_BR_OSM_W421844990,Unnamed Road Bridge - OSM 421844990,,96.73,COLLECTOR,,,,ROAD,tertiary,,3.5,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2252,AP_BR_OSM_W421844991,Mangalagiri - Prakasam Barrage Main Road,,26.7,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2253,AP_BR_OSM_W425327349,Unnamed Road Bridge - OSM 425327349,,35.73,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2254,AP_BR_OSM_W425684457,Unnamed Road Bridge - OSM 425684457,,40.91,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2255,AP_BR_OSM_W425684459,Unnamed Road Bridge - OSM 425684459,,45.13,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2256,AP_BR_OSM_W425684464,Unnamed Road Bridge - OSM 425684464,,28.85,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2257,AP_BR_OSM_W425684471,Unnamed Road Bridge - OSM 425684471,,49.26,LOCAL,,,,ROAD,track,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2258,AP_BR_OSM_W425684472,Unnamed Road Bridge - OSM 425684472,,51.2,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2259,AP_BR_OSM_W425685379,Unnamed Road Bridge - OSM 425685379,,39.38,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2260,AP_BR_OSM_W425685381,Unnamed Road Bridge - OSM 425685381,,44.69,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2261,AP_BR_OSM_W425685391,Tenali - Narakoduru Road,,84.62,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2262,AP_BR_OSM_W425685393,Unnamed Road Bridge - OSM 425685393,,64.66,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2263,AP_BR_OSM_W425685886,Unnamed Road Bridge - OSM 425685886,,38.44,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2264,AP_BR_OSM_W425685887,Guntur - Hanumanpalem Road,,106.01,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2265,AP_BR_OSM_W425686849,Unnamed Road Bridge - OSM 425686849,,67.65,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2266,AP_BR_OSM_W425686853,Guntur - Hanumanpalem Road,,39.59,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2267,AP_BR_OSM_W425688221,Unnamed Road Bridge - OSM 425688221,,30.61,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2268,AP_BR_OSM_W426252055,Unnamed Road Bridge - OSM 426252055,,60.0,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2269,AP_BR_OSM_W426252056,Unnamed Road Bridge - OSM 426252056,,55.12,HIGH_CAPACITY,3.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2270,AP_BR_OSM_W430070265,Unnamed Road Bridge - OSM 430070265,,193.89,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2271,AP_BR_OSM_W430070266,Unnamed Road Bridge - OSM 430070266,,35.91,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2272,AP_BR_OSM_W430072024,Unnamed Road Bridge - OSM 430072024,,19.18,LOCAL,,,,ROAD,service,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2273,AP_BR_OSM_W431070753,Unnamed Road Bridge - OSM 431070753,,16.77,LOCAL,,,,ROAD,residential,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2274,AP_BR_OSM_W434918576,Guntur - Amaravathi Road,,140.82,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2275,AP_BR_OSM_W434918584,Unnamed Road Bridge - OSM 434918584,,16.84,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2276,AP_BR_OSM_W434918589,Unnamed Road Bridge - OSM 434918589,,22.83,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2277,AP_BR_OSM_W436531641,Bavanavari Street,,35.41,ARTERIAL,,,,ROAD,secondary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2278,AP_BR_OSM_W436649864,Unnamed Road Bridge - OSM 436649864,,25.25,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2279,AP_BR_OSM_W439396645,Kothapalem,,12.84,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2280,AP_BR_OSM_W439398409,Paderu - Chintapalli Road,,41.13,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2281,AP_BR_OSM_W439398410,Paderu - Chintapalli Road,,13.67,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2282,AP_BR_OSM_W439398411,Narsipatnam - Lambasinhi Road,,20.95,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2283,AP_BR_OSM_W439398412,Paderu - Chintapalli Road,,35.62,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2284,AP_BR_OSM_W439398413,Paderu - Chintapalli Road,,22.52,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2285,AP_BR_OSM_W439398414,Paderu - Chintapalli Road,,33.76,ARTERIAL,,,,ROAD,primary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2286,AP_BR_OSM_W439401485,Unnamed Road Bridge - OSM 439401485,,17.06,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2287,AP_BR_OSM_W439433347,Unnamed Road Bridge - OSM 439433347,,11.82,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2288,AP_BR_OSM_W439433348,Unnamed Road Bridge - OSM 439433348,,11.72,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2289,AP_BR_OSM_W439433349,Unnamed Road Bridge - OSM 439433349,,9.04,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2290,AP_BR_OSM_W439442642,Unnamed Road Bridge - OSM 439442642,,15.87,COLLECTOR,,,,ROAD,unclassified,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2291,AP_BR_OSM_W439442643,Unnamed Road Bridge - OSM 439442643,,31.18,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2292,AP_BR_OSM_W439442644,Narsipatnam - Chintapalli - Sileru Road,,30.4,HIGH_CAPACITY,2.0,,,ROAD,trunk,,,NO,3,HIGHWAY_TRANSFER_CANDIDATE
2293,AP_BR_OSM_W439456272,Unnamed Road Bridge - OSM 439456272,,10.93,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2294,AP_BR_OSM_W439456273,Unnamed Road Bridge - OSM 439456273,,10.92,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
2295,AP_BR_OSM_W439457523,Unnamed Road Bridge - OSM 439457523,,11.43,COLLECTOR,,,,ROAD,tertiary,,,NO,2,HIGHWAY_TRANSFER_CANDIDATE
