asset_id,asset_code,asset_name,district,structure_length_m,route_class,lanes_count,bridge_age_years,transfer_scope,evidence_completeness_percent,health_score,health_status,rul_years,rul_status,confidence_score,confidence_status,model_variant,risk_score,risk_level,prediction_status,abstention_reason,model_scope,why_predicted_json,recommendations_json,temporal_test_roc_auc,temporal_test_pr_auc,temporal_test_brier,temporal_test_ece
749,AP_BR_OSM_W245064799,Unnamed Rail Bridge - OSM 245064799,,59.41,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
750,AP_BR_OSM_W245064803,Unnamed Rail Bridge - OSM 245064803,,26.45,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
751,AP_BR_OSM_W245064813,Unnamed Rail Bridge - OSM 245064813,,110.92,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
752,AP_BR_OSM_W245068807,Howrah - Chennai Main Line,,63.96,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
753,AP_BR_OSM_W245068808,Howrah - Chennai Main Line,,164.52,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
754,AP_BR_OSM_W245068809,Howrah - Chennai Main Line,,167.16,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
755,AP_BR_OSM_W245068810,Howrah - Chennai Main Line,,36.36,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
756,AP_BR_OSM_W245068811,Howrah - Chennai Main Line,,31.82,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
757,AP_BR_OSM_W245068812,Howrah - Chennai Main Line,,64.17,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
758,AP_BR_OSM_W245082809,Howrah - Chennai Main Line,,108.54,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
759,AP_BR_OSM_W245082812,Howrah - Chennai Main Line,,134.53,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
760,AP_BR_OSM_W245082814,Howrah - Chennai Main Line,,82.72,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
761,AP_BR_OSM_W245082817,Howrah - Chennai Main Line,,133.2,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
762,AP_BR_OSM_W245082819,Howrah - Chennai Main Line,,108.03,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
763,AP_BR_OSM_W245082821,Howrah - Chennai Main Line,,80.53,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
764,AP_BR_OSM_W245082824,Howrah - Chennai Main Line,,201.59,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
765,AP_BR_OSM_W245082825,Howrah - Chennai Main Line,,195.31,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
766,AP_BR_OSM_W245084475,Howrah - Chennai Main Line,,98.28,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
767,AP_BR_OSM_W245084476,Howrah - Chennai Main Line,,46.24,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
768,AP_BR_OSM_W245084477,Howrah - Chennai Main Line,,50.17,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
769,AP_BR_OSM_W245084480,Howrah - Chennai Main Line,,34.3,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
770,AP_BR_OSM_W245084481,Howrah - Chennai Main Line,,56.6,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
771,AP_BR_OSM_W245084483,Howrah - Chennai Main Line,,27.12,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
772,AP_BR_OSM_W245084484,Howrah - Chennai Main Line,,96.41,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
773,AP_BR_OSM_W245084485,Howrah - Chennai Main Line,,41.44,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
774,AP_BR_OSM_W245109803,Howrah - Chennai Main Line,,41.04,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
775,AP_BR_OSM_W245109804,Howrah - Chennai Main Line,,82.94,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
776,AP_BR_OSM_W245109806,Howrah - Chennai Main Line,,84.57,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
777,AP_BR_OSM_W245109808,Howrah - Chennai Main Line,,22.76,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
778,AP_BR_OSM_W245109815,Howrah - Chennai Main Line,,22.79,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
779,AP_BR_OSM_W245109816,Howrah - Chennai Main Line,,27.51,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
780,AP_BR_OSM_W245109817,Howrah - Chennai Main Line,,87.32,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
781,AP_BR_OSM_W245109818,Howrah - Chennai Main Line,,42.27,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
782,AP_BR_OSM_W245109819,Howrah - Chennai Main Line,,84.14,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
783,AP_BR_OSM_W245112477,Howrah - Chennai Main Line,,56.68,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
784,AP_BR_OSM_W245112483,Howrah - Chennai Main Line,,168.62,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
785,AP_BR_OSM_W245112484,Howrah - Chennai Main Line,,166.48,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
786,AP_BR_OSM_W245114531,Howrah - Chennai Main Line,,24.57,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
787,AP_BR_OSM_W245114532,Howrah - Chennai Main Line,,24.12,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
788,AP_BR_OSM_W245114533,Howrah - Chennai Main Line,,127.06,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
789,AP_BR_OSM_W245114536,Howrah - Chennai Main Line,,61.17,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
790,AP_BR_OSM_W245119551,Howrah - Chennai Main Line,,138.88,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
791,AP_BR_OSM_W245119553,Howrah - Chennai Main Line,,119.23,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
792,AP_BR_OSM_W245119554,Howrah - Chennai Main Line,,114.96,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
793,AP_BR_OSM_W245119555,Howrah - Chennai Main Line,,117.22,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
794,AP_BR_OSM_W245119556,Howrah - Chennai Main Line,,72.36,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
795,AP_BR_OSM_W245119557,Howrah - Chennai Main Line,,131.22,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
796,AP_BR_OSM_W245119558,Howrah - Chennai Main Line,,126.7,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
797,AP_BR_OSM_W245119559,Howrah - Chennai Main Line,,146.05,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
798,AP_BR_OSM_W245119560,Unnamed Rail Bridge - OSM 245119560,,119.6,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
799,AP_BR_OSM_W245119563,Unnamed Rail Bridge - OSM 245119563,,146.2,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
800,AP_BR_OSM_W245119567,Howrah - Chennai Main Line,,1131.37,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
801,AP_BR_OSM_W245119575,Railway Bridge,,1130.75,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
802,AP_BR_OSM_W245160337,Unnamed Rail Bridge - OSM 245160337,,101.66,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
803,AP_BR_OSM_W245160338,Unnamed Rail Bridge - OSM 245160338,,36.14,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
804,AP_BR_OSM_W245160340,Unnamed Rail Bridge - OSM 245160340,,105.4,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
