source_id,document,page,ml8d_classification,review_tier,canonical_asset_count,canonical_asset_codes,canonical_asset_names,inspection_context,condition_words,rating_values,defect_words,bridge_identifiers,candidate_training_label,verified_for_ml,manual_review_required,page_text_excerpt
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,87,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 21; km 322.840,False,False,True,"-,-;."" National Highways Authority of India Concession Agreement All insurances obtained by the Concessionaire in accordance with this Article 26 shall be maintained with insurers on terms consistent with Good Industry Practice. Within 15 (fifteen) days of obtaining any insurance cover, the Concessionaire shall furnish to the Authority, notarized true copies of the certificate(s) of insurance, copies of insurance policies and premium payment receipts in respect of such insurance, and no such insurance shall be cancelled, modified, or allowed to expire or lapse until the expiration of at least 45 (forty five) days after notice of such proposed cancellation, modification or nonrenewal has been delivered by the Concessionaire to the Authority. 26.5 Remedy for failure to insure If the Concessionaire shall fail to effect and keep in force all insurances for which it is responsible pursuant hereto, the Authority shall have the option to either keep in force any such insurances, and pay such premier and recover the costs thereof from the Concessionaire, or in the event of computation of a Termination Payment, treat an amount equal to the Insurance Cover as deemed to have been received by the Concessionaire. 26.6 Waiver of subrogation All insurance policies in respect of the insurance ob"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,89,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 21; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 27 ACCOUNTS AND AUDIT 27.1 Audited accounts 27.1.1 The Concessionaire shall maintain books of accounts recording all its receipts (including all revenues derived/collected by it from or on account of the Project and/or its use), income, expenditure, payments (including payments from the Escrow Account), assets and liabilities, in accordance with this Agreement, Good Industry Practice, Applicable Laws and Applicable Permits. The Concessionaire shall provide 2 (two) copies of its Balance Sheet, Cash Flow Statement and Profit and Loss Account, along with a report thereon by its Statutory Auditors, within 180 (one hundred and eighty) days of the close of the Accounting Year to which they pertain and such audited accounts, save and except where expressly provided to the contrary, shall form the basis of payments by either Party under this Agreement. The Authority shall have the right to inspect the records of the Concessionaire during office hours and require copies of relevant extracts of books of accounts, duly certified by the Statutory Auditors, to be provided to the Authority for verification of basis of payments, and in the event of any discrepancy or error being found, the same shall be rectified and such rectifi"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,92,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,B_IDENTIFIER_NEEDS_ASSET_LINK,0,,,True,GOOD,,,km 212.983; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 28 FORCE MAJEURE 28.1 Force Majeure As used in this Agreement, the expression ""Force Majeure"" or ""Force Majeure Event"" shall, save and except as expressly provided otherwise, mean occurrence in India of any or all of Non-Political Event, Indirect Political Event and Political Event, as defined in Clauses 2.8.2., 2.8.3 and 2.8.4 respectively, if it affects the performance by the Party claiming the benefit of Force Majeure (the ""Affected Party"") of its obligations under this Agreement and which act or event (a) is beyond the reasonable control ofthe Affected Party, and (b) the Affected Party could not have prevented or overcome by exercise of due diligence and following Good Industry Practice, and (c) has Material Adverse Effect on the Affected Party. 28.2 Non-Political Event A Non-Political Event shall mean one or more of the following acts or events: (a) act of God, epidemic, extremely adverse weather conditions, lightning, earthquake, landslide, cyclone, flood, volcanic eruption, chemical or radioactive contamination or ionizing radiation, fire or explosion (to the extent of contamination or radiation or fire or explosion originating from a source external to the Site); (b) strikes or boycotts (other than those in"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,93,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 322.840,False,False,True,"National Highways Authority of India Concession Agreement (a) An act of war (whether declared or undeclared), invasion, armed conflict or act of foreign enemy, blockade, embargo, riot, insurrection, terrorist or military action, civil commotion or politically motivated sabotage; (b) any political or economic upheaval, disturbance, movement, struggle or similar occurrence which could not have been anticipated or foreseen by a prudent person and which causes the construction or operation of the Project to be financially unviable or otherwise not feasible; (c) industry-wide or State-wide strikes or industrial action for a continuous period of 24 (twenty four) hours and exceeding an aggregate period of 7 (seven) days in an Accounting Year; (d) Deleted (e) failure of the Authority to permit the Concessionaire to continue its Construction Works, with or without modifications, in the event of stoppage of such works after discovery of any geological or archaeological finds or for any other reason; (f) Any failure or delay of a Contractor to the extent caused by any Indirect Political Event and which does not result in any offsetting compensation being payable to the Concessionaire by or on behalf of such Contractor; :..: (g) Any Indirect Political Event that causesa Non-Political Event; "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,101,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 213.0; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 31 TERMINATION 31.1 Termination for Concessionaire Default 31.1.1 Save as otherwise provided in this Agreement, in the event that any of the defaults specified below shall have occurred, and the Concessionaire fails to cure the default within the Cure Period set forth below, or where no Cure Period is specified, then within a Cure Period of 60 (sixty) days, the Concessionaire shall be deemed to be in default of this Agreement (the ""Concessionaire Default""), unless the default has occurred as a result of any breach of this Agreement by the Authority or due to Force Majeure. The defaults referred to herein shall include the following: (a) The Performance Security has been encashed and appropriated in accordance with Clause 9.2 and the Concessionaire fails to replenish or provide fresh Performance Security within a Cure Period of 15 (fifteen) days; .•.. ~i(b) subsequent to the replenishment or furnishing of fresh Performance Security in accordance with Clause 9.2, the Concessionaire fails to meet any Condition :;':', Precedent or cure the Concessionaire Default, as the case may be, for which whole or part of the Performance Security was appropriated, within a Cure Period of 120 (one hundred and twenty) days; (c) the C"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,102,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 322.840,False,False,True,"National Highways Authority of India Concession Agreement the assets or undertaking of the Concessionaire, and such transfer causes a .Material Adverse Effect; ....(p) an execution levied on any of the assets of the Concessionaire has caused a Material Adverse Effect; (q) the Concessionaire is adjudged bankrupt or insolvent, or if a trustee or receiver is appointed for the Concessionaire or for the whole or material part of its assets that has a material bearing on the Project; (r) the Concessionaire has been, or is in the process of being liquidated, dissolved, wound-up, amalgamated or reconstituted in a manner that would cause, in the reasonable opinion of the Authority, a Material Adverse Effect; (s) a resolution for winding up of the Concessionaire is passed, or any petition for winding up of the Concessionaire is admitted by a court of competent jurisdiction and a provisional liquidator or receiver is appointed and such order has not been set aside within 90 (ninety) days of the date thereof or the Concessionaire is ordered to be wound up by a court except for the purpose of amalgamation or reconstruction; provided that, as part of such amalgamation or reconstruction, the entire property, assets and undertaking of the Concessionaire are transferred to the amalgamated or reco"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,105,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,SETTLEMENT,km 213.000,False,False,True,"National Highways Authority of India Concession Agreement (ii) In case the termination occurs on or after COD, the Authority shall pay to the Concessionaire, by way of Termination Payment, an amount equal to sum of Annuity Payments remaining unpaid for and in respect ofthe Concession Period, including interest thereon up to the Transfer Date. 31.3.4 Termination Payment shall become due and payable to the Concessionaire within 15 (fifteen) days of a demand being made by the Concessionaire to the Authority with the necessary particulars, and in the event of any delay, the Authority shall pay interest at a rate equal to 3% (three per cent) above the daily average Bank Rate on the amount of Termination Payment remaining unpaid; provided that such delay shall not exceed 90 (ninety) days. For the avoidance of doubt, it is expressly agreed that Termination Payment shall constitute full discharge by the Authority of its payment obligations in respect thereof hereunder. 31.3.5 The Concessionaire expressly agrees that Termination Payment under this Article 31 shall constitute a full and final settlement of all claims of the Concessionaire on account :-:of Termination of this Agreement for any reason whatsoever and that the Concessionaire or any shareholder thereof shall not have any furthe"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,107,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 21; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 32 DIVESTMENT OF RIGHTS AND INTEREST 32.1 Divestment Requirements 32.1.1 Upon Termination, the Concessionaire shall comply with and conform to the following Divestment Requirements: (a) Notify to the Authority forthwith the location and particulars of all Project Assets; (b) deliver forthwith the actual or constructive possession of the Project, free and clear of all Encumbrances, save and except to the extent set forth in the Substitution Agreement; (c) cure all Project Assets, including the road, bridges, structures and equipment, of all defects and deficiencies so that the Project is compliant with the Maintenance Requirements; provided that in the event of Termination during the Construction Period, all Project Assets shall be handed over on 'as is where is' basis after bringing them to a safe condition; (d) deliver and transfer relevant records, reports, Intellectual Property and other licenses pertaining to the Project and its design, engineering, construction, operation and maintenance, including all programmers and manuals pertaining thereto, and complete 'as built' Drawings as on the Transfer Date. For the avoidance of doubt, the Concessionaire represents and warrants that the Intellectual Property deliver"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,108,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,B_IDENTIFIER_NEEDS_ASSET_LINK,0,,,True,GOOD; FAIR,,,km 212.; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement Not earlier than 90 (ninety) days prior to Termination but not later than 15 (fifteen) days prior to the effective date of such Termination, the Independent Engineer shall verify, after giving due notice to the Concessionaire specifying the time, date and place of such verification and/or inspection, compliance by the Concessionaire with the Maintenance Requirements, and if required, cause appropriate tests to be carried out at the Concessionaire's cost for this purpose. Defaults, if any, in the Maintenance Requirements shall be cured by the Concessionaire at its cost and the provisions of Article 33 shall apply, mutatis mutandis, in relation to curing of defects or deficiencies under this Article 32. .;;"" 32.3 Cooperation and assistance on transfer of Project ::. 32.3.1 The Parties shall cooperate on a best effort basis and take all necessary measures, in good faith, to achieve a smooth transfer of the Project in accordance with the provisions of this Agreement so as to protect the safety of and avoid undue delay or inconvenience to the Users, other members of the public or the lawful occupiers of any part of the Site. 32.3.2 The Parties shall provide to each other, 9 (nine) months prior to the Transfer Date in the event "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,110,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,True,,,,km 213.000; km 322.840,False,False,True,"- National Highways Authority of India Concession Agreement ARTICLE 33 DEFECTS LIABILITY AFTER TERMINATION 33.1 Liability for defects after Termination The Concessionaire shall be responsible for all defects and deficiencies in the Project for a period of 120 (one hundred and twenty) days after Termination, and it shall have the obligation to repair or rectify, at its own cost, all defects and deficiencies observed by the Independent Engineer in the Project during the aforesaid period. In the event that the Concessionaire fails to repair or rectify such defect or deficiency within a period of 15 (fifteen) days from the date of notice issued by the Authority in this behalf, the Authority shall be entitled to get the same repaired or rectified at the Concessionaire's risk and cost so as to make the Project conform to the Maintenance Requirements. All costs incurred by the Authority hereunder shall be reimbursed by the Concessionaire to the Authority within 15 (fifteen) days of receipt of demand thereof, and in the event of default in reimbursing such costs, the Authority shall be entitled to recover the same from the funds retained in the Escrow Account under the provisions of Clause 33.2 or from the Performance Guarantee provided thereunder. For the avoidance of doubt, the provisi"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,112,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 213.000; km 0; km 322.840,False,False,True,"I'-' ~.-. National Highways Authority of India Concession Agreement ,. ARTICLE 34 ASSIGNMENT AND CHARGES 34.1 Restrictions on assignment and charges 34.1.1 Subject to Clauses 34.2 and 34.3, this Agreement shall not be assigned by the Concessionaire to any person, save and except with the prior consent in writing of the Authority, which consent the Authority shall be entitled to decline without assigningany reason. 34.1.2 Subject to the provisions of Clause 34.2, the Concessionaire shall not create nor permit to subsist any Encumbrance, or otherwise transfer or dispose of all or any of its rights and benefits under this Agreement or any Project Agreement to which the Concessionaire is a party, except with prior consent in writing of the Authority, which consent the Authority shall be entitled to decline without assigning any reason. 34.2 Permitted assignment and charges The restraints set forth in Clause34.1 shall not apply to: (a) liens arising by operation of law (or by an agreement evidencing the same) in the ordinary course of business of the Project; (b) mortgages/pledges/hypothecation of goods/assets other than Project Assets and their related documents of title, arising or created in the ordinary course of business of the Project, and as security only for indebtedness to th"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,116,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 2; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 36 LIABILITY AND INDEMNITY 36.1 General indemnity 36.1.1 The Concessionaire shall indemnify, defend, save and hold harmless the Authority and its officers, servants, agents, Government Instrumentalities and Government owned and/or controlled entities/enterprises, (the ""Authority Indemnified Persons"") against any and all suits, proceedings, actions, demands and claims from third parties for any loss, damage, cost and expense of whatever kind and nature, whether arising out of any breach by the Concessionaire of any of its obligations under this Agreement or any related agreement or on account of any defect or deficiency in the provision of services by the Concessionaire to the Authority or to any User, or from any negligence of the Concessionaire under contract or tort or on any other ground whatsoever, except to the extent that any such suits, proceedings, actions, demands and claims have arisen due to any negligent act or omission, or breach or default of this Agreement on the part of the Authority Indemnified Persons. 36.1.2 The Authority shall indemnify, defend, save and hold harmless the Concessionaire against any and all suits, proceedings, actions, demands and claims from third parties for any loss, damage', "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,118,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,SATISFACTORY,,,km 212.983; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement without the prior written consent of the Indemnifying Party (which consent shali not be unreasonably withheld or delayed). 36.4.3 If the Indemnifying Party exercises its rights under Clause 36.3, the Indemnified Party shali nevertheless have the right to employ its own counsel, and such counsel may participate in such action, but the fees and expenses of such counsel shali be at the expense of the Indemnified Party, when and as incurred, unless: (a) The employment of counsel by such party has been authorized in writing by the Indemnifying Party; (b) The Indemnified Party shali have reasonably concluded that there may be a conflict of interest between the Indemnifying Party and the Indemnified Party in the conduct of the defense of such action; (c) the Indemnifying Party shali not, in fact, have employed independent counsel reasonably satisfactory to the Indemnified Party, to assume the defense of such action and shali have been so notified by the Indemnified Party; or (d) The Indemnified Party shali have reasonably conciuded and specifically notified the Indemnifying Party either: (I) that there may be specific defenses available to it which are different from or additional to those available to the Indemnifying Party; or "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,120,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,SETTLEMENT,km .9; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 38 DISPUTE RESOLUTION 38.1 Dispute resolution 38.1.1 Any dispute, difference or controversy of whatever nature howsoever arising under or out of or in relation to this Agreement (including its interpretation) between the Parties, and so notified in writing by either Party to the other Party (the ""Dispute"") shall, in the first instance, be attempted to be resolved amicably in accordance with the conciliation procedure set forth in Clause 38.2. '.' ~ 38.1.2 The Parties agree to use their best efforts for resolving all Disputes arising under or in respect of this Agreement promptly, equitably and in good faith, and further agree to provide each other with reasonable access during normal business hours to all non­ privileged records, information and data pertaining to any Dispute. 38.2 Conciliation In the event of any Dispute between the Parties, either Party may call upon the Independent Engineer to mediate and assist the Parties in arriving at an amicable settlement thereof. Failing mediation by the Independent Engineer or without the intervention of the Independent Engineer, either Party may require such Dispute to be referred to the Chairman of the Authority and the Chairman of the Board of Directors of the Concess"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,123,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,FAIR,,,km 212.983; km 213.000; km 322.800; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 40 REDRESSAL OF PUBLIC GRIEVANCES 40.1 Complaints Register 40.1.1 The Concessionaire shall maintain a public relations office at the Site where it shall keep a register (the ""Complaint Register"") open to public access at all times for recording of complaints by any person (the ""Complainant""). Information relating to the availability of and access to the Complaint Register shall be prominently displayed by the Concessionaire at each the Site so asto bring it to the attention of all Users. 40.1.2 The Complaint Register shall be securely bound and each page thereof shall be duly numbered. It shall have appropriate columns including the complaint number, date, name and address of the Complainant, substance of the complaint and the action taken by the Concessionaire. Immediately after a complaint is registered, the Concessionaire shall give a receipt to the Complainant stating the date and complaint number. 40.1.3 Without prejudice to the provisions of Clauses 40.1.1 and 40.1.2, the Authority may, in consultation with the Concessionaire, specify the procedure for making complaints in electronic form and for responses thereto. 40.2 Redressal of complaints 40.2.1 The Concessionaire shall inspect the Complaint Register eve"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,124,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 212.983; km 213.000; km 322.840,False,False,True,"National HighwaysAuthorityof India ConcessionAgreement ARTICLE 41 MISCELLANEOUS 41.1 Governing law and jurisdiction This Agreement shall be construed and interpreted in accordance with and governed by the laws of India, and the courts in New Delhi shall have exclusive jurisdiction over matters arising out of or relating to this Agreement. 41.2 Waiver of immunity Each Party unconditionally and irrevocably: (a) Agrees that the execution, delivery and performance by it of this Agreement constitute commercial acts done and performed for commercial purpose; (b) agrees that, should any proceedings be brought against it or its assets, property ,"": or revenues in any jurisdiction in relation to this Agreement or any transaction contemplated by this Agreement, no immunity (whether by reason of sovereignty or otherwise) from such proceedings shall be claimed by or on behalf of the Party with respect to its assets; (c] waives any right of immunity which it or its assets, property or revenues now has, may acquire in the future or which may be attributed to it in any jurisdiction; and (d) consents generally in respect of the enforcement of any judgment or award against it in any such proceedings to the giving of any relief or the issue of any process in any jurisdiction in connection with suc"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,125,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,True,,,,km 322.840,False,False,True,"National HighwaysAuthorityof India ConcessionAgreement 41.5 Waiver 41.5.1 Waiver, including partial or conditional waiver, by either Party of any default by the other Party in the observance and performance of any provision of or obligations under this Agreement: (a) Shall not operate or be construed as a waiver of any other or subsequent default hereof or of other provisions of or obligations under this Agreement; (b) Shall not be effective unless it is in writing and executed by a duly authorized representative of the Party; and (c) Shall not affect the validity or enforceability of this Agreement in any manner. 41.5.2 Neither the failure by either Party to insist on any occasion upon the performance of the terms, conditions and provisions of this Agreement or any obligation thereunder nor time or other indulgence granted by a Party to the other Party shall be treated or deemed as waiver of such breach or acceptance of any variation or the relinquishment of any such right hereunder. 41.6 Liability for review of Documents and Drawings Except to the extent expressly provided in this Agreement (a) no review, comment or approval by the Authority or the Independent Engineer ,. ,of any Project Agreement, Document or Drawing submitted by the Concessionaire nor any observation or inspe"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,126,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 2.; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement 41.8.2 All obligations surviving Termination shall only survive for a period of 3 (three) years following the date of such Termination. 41.9 Entire Agreement This Agreement and the Schedules together constitute a complete and exclusive statement of the terms of the agreement between the Parties on the subject hereof, and no amendment or modification hereto shall be valid and effective unless such modification or amendment is agreed to in writing by the Parties and duly executed by persons especially empowered in this behalf by the respective Parties. All prior written -, or oral understandings, offers or other communications of every kind pertaining to this Agreement are abrogated and withdrawn. For the avoidance of doubt, the Parties hereto agree that any obligations of the Concessionaire arising from the Request for Proposals, as the case may be, shall be deemed to form part of this Agreement and treated as such. 41.10 Severability If for any reason whatsoever, any provision of this Agreement is or becomes invalid, illegal or unenforceable or is declared by any court of competent jurisdiction or any other instrumentality to be invalid, illegal or unenforceable, the validity, legality or enforceability of the remaining pr"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,129,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ~ .­ ARTICLE 42 DEFINITIONS 42.1 Definitions In this Agreement, the following words and expressions shall, unless repugnant to the context or meaning thereof, have the meaning hereinafter respectively assigned to them: .. ""Accounting Year"" means the financial year commencing from the first day of April of .:~. any calendar year and ending on the thirty-first day of March of the next calendar year; ""Additional Performance Security"" shall have the meaning as set forth in Clause9.7; ""Adjusted Equity"" means the Equity funded in Indian Rupees and adjusted on the first day of the current month (the ""Reference Date""), in the manner set forth below, to reflect the change in its value on account of depreciation and variations in WPI, and for any Reference Date occurring: (a) on or before COD, the Adjusted Equity shall be a sum equal to the Equity funded in Indian Rupees and expended on the Project, revised to the extent of one half of the variation in WPI occurring between the first day of the month of Appointed Date and the Reference Date; ""Affected Party"" shall have the meaning as set forth in Clause28.1; ""Agreement"" or ""Concession Agreement"" means this Agreement, its Recitals, and the Scheduies hereto and any amendments thereto "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,131,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 212.983; km 213.000; km 322.840,False,False,True,"__ National Highways Authority of India Concession Agreement (d) a change in the interpretation or application of any Indian law by a judgment of a court of record which has become final, conclusive and binding, as compared to such interpretation or application by a court of record prior to the Bid Date; or (e) Any change in the rates of any of the Taxes that have a direct effect on the Project; ""Change in Ownership"" means a transfer of the direct and/or indirect legal or beneficial ownership of any shares, or securities convertible into shares, that causes the aggregate holding of the selected bidder, together with its Associates, in the total Equity to decline below 51% (fifty one per cent) thereof during Construction Period and two years thereafter; provided that any material variation (as compared to the representations made by the Concessionaire during the bidding process for the purposes of meeting the minimum conditions of eligibility or for evaluation of its application or bid, as the case may be,) in the proportion of the equity holding of the selected bidder to the total Equity, if it occurs prior to completion of a period two years after COD, shall constitute Changein Ownership; :.:' ""Change of Scope"" shall have the meaning as set forth in Clause16.1.1; ""Company"" means"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,133,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 213.000,False,False,True,"National Highways Authority of India Concession Agreement ""Divestment Requirements"" means the obligations of the Concessionaire for and in respect of Termination as set forth in Clause 32.1; ""Document"" or ""Documentation"" means documentation in printed or written form, or in tapes, discs, drawings, computer programmers, writings, reports, photographs, films, cassettes, or expressed in any.other written, electronic, audio or visual form; ""Drawings"" means all of the drawings, calculations and documents pertaining to the Project as set forth in Schedule-H, and shall include 'as built' drawings of the Project; ""EPC Contract"" means the engineering, procurement and construction contract or contracts entered into by the Concessionaire with one or more Contractors for, inter alia, engineering and construction of the Project in accordance with the provisions of this Agreement; ""EPC Contractor"" means the person with whom the Concessionaire has entered into an EPC Contract; ""Emergency"" means a condition or situation that is likely to endanger the security of the individuals on or about the Project, including Users thereof, or which poses an immediate threat of material damage to any of the Project Assets; ""Encumbrances"" means, in relation to the Project, any encumbrances such as mortgage, ch"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,134,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement Lender's Representative shall be treated as date on which the Financial Close is achieved; ""Financial Default"" shall have the meaning asset forth in Schedule-R; ""Financial Model"" means the financial model adopted by Senior Lenders, setting forth the capital and operating costs of the Project and revenues therefrom on the basis of which financial viability of the Project has been determined by the Senior Lenders, and includes a description of the assumptions and parameters used for making calculations and projections therein; ""Financial Package"" means the financing package indicating the total capital cost of the Project and the means of financing thereof, as set forth in the Financial Model and approved by the Senior Lenders, and includes Equity, all financial assistance specified in the Financing Agreements and Subordinated Debt, if any; ~. ""Financing Agreements"" means the agreements executed by the Concessionaire in respect of financial assistance to be provided by the Senior Lenders by way of loans, guarantees, subscription to non-convertible debentures and other debt instruments including loan agreements, guarantees, notes, debentures, bonds and other debt instruments, security agreements, and other documents relating "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,137,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,Km 212.983; Km 213.000; Km 322.800; Km 322.840,False,False,True,"National Highways Authority of India Concession Agreement Substitution Agreement, or any agreement for procurement of goods and services involving a consideration of up to Rs. 25 Crore (Rupees Twenty FiveCrore only); ""Project Assets"" means all physical and other assets relating to and forming part of the Site including (a) rights over the Site in the form of license, Right of Way or otherwise; (b) tangible assets such as civil works and equipment including foundations, embankments, pavements, road surface, interchanges, bridges, culverts, road over bridges, drainage works, traffic signals, sign boards, kilometer-stones, toll plazals], electrical systems, communication systems, rest areas, relief centers, maintenance depots and administrative offices; (c) Project Facilities situated on the Site; (d) all rights of the Concessionaire under the Project Agreements; (e) financial assets, such as receivables, security deposits etc.; (f) insurance proceeds; and (g) Applicable Permits and authorizations relating to or in respect of the Project; ""Project Completion Schedule"" means the progressive Project Milestones set forth in Schedule-G for completion of the Project on or before the Scheduled Completion Date; ""Project Facilities"" means all the amenities and facilities situated on the Sit"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,138,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 322.840,False,False,True,"National Highways Authority of India Concession Agreement State Bank of India, and in the absence of such rate, the average of similar rates quoted in Delhi by the Bank of India and the Bank of Baroda; ""Reference Index Date"" means, in respect of the specified date or month, as the case may be, that last day of the preceding month with reference to which the Price Index or any constituent thereof is revised and in the event such revision has not been notified, the last such Price Index or any constituent thereof shall be adopted provisionally and used until the Price Index or such constituent thereof is revised and notified; ""Request for Proposals"" or ""RFP"" shall have the meaning as set forth in Recital (B); ""Right of Way"" means the constructive possession of the Site, together with all way leaves, easements, unrestricted access and other rights of way, howsoever described, necessary for construction, operation and maintenance of the Project in accordance with this Agreement; ""Safety Consultant"" shall have the meaning as set forth in Clause 18.1.2; ""Safety Requirements"" shall have the meaning as set forth in Clause 18.1.1; ""Scheduled Completion Date"" shall have the meaning as set forth in Clause 12.3.1; ""Scope of the Project"" shall have the meaning as set forth in Clause 2.1; ""Sen"
