asset_id,asset_code,asset_name,asset_type,feature_version,static_features,hydrology_features,has_direct_hydrology,generated_at
40,AP_DAM_WRIS_AP01MH0001,Cumbum Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0001"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Gundlakamma & Jampaleru"", ""dam_height_m"": 15.38, ""dam_length_m"": 295.65, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D01915"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.7, ""design_flood_source_value"": 112.72, ""engineering_fields_available"": 7.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 113.0}",{},False,2026-09-03T04:52:14.819262+00:00
41,AP_DAM_WRIS_D01773,Ahobilam / Penna Ahobilam (Dr. K.S.P.A.B.R.) Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": ""TE"", ""age_years"": 32.0, ""gate_type"": ""RD"", ""built_year"": 1994.0, ""gate_count"": 7.0, ""river_name"": ""Pennar"", ""dam_height_m"": 46.0, ""dam_length_m"": 2060.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D01773"", ""authority_level"": ""B2"", ""completion_year"": 1994.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 423.0, ""commencement_year"": null, ""spillway_length_m"": 103.54, ""dam_volume_source_value"": 865.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 4596.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 4662.0}",{},False,2026-09-03T04:52:14.819262+00:00
42,AP_DAM_WRIS_AP01MH0004,Mopadu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0004"", ""dam_type"": ""TE"", ""age_years"": 105.0, ""gate_type"": ""OT"", ""built_year"": 1921.0, ""gate_count"": null, ""river_name"": ""Manneru"", ""dam_height_m"": 28.0, ""dam_length_m"": 2630.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02184"", ""authority_level"": ""B2"", ""completion_year"": 1921.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 110.15, ""commencement_year"": null, ""spillway_length_m"": 1670.0, ""dam_volume_source_value"": 401.0, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 1922.0, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1923.0}",{},False,2026-09-03T04:52:14.819262+00:00
43,AP_DAM_WRIS_AP01HH0137,Musurumilli /Musurmilli Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0137"", ""dam_type"": ""TE + PG"", ""age_years"": null, ""gate_type"": ""OT"", ""built_year"": null, ""gate_count"": 7.0, ""river_name"": ""Seethapallivagu"", ""dam_height_m"": 33.0, ""dam_length_m"": 1040.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02195"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": 115.5, ""commencement_year"": null, ""spillway_length_m"": 86.5, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 2944.0, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 2944.0}",{},False,2026-09-03T04:52:14.819262+00:00
44,AP_DAM_WRIS_D02198,Narayanapuram Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": null, ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Nagavali"", ""dam_height_m"": null, ""dam_length_m"": null, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02198"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.2, ""design_flood_source_value"": null, ""engineering_fields_available"": 2.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
45,AP_DAM_WRIS_AP01MH0046,Pampa Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0046"", ""dam_type"": ""TE + PG"", ""age_years"": 57.0, ""gate_type"": ""LG"", ""built_year"": 1969.0, ""gate_count"": 5.0, ""river_name"": ""Pampa"", ""dam_height_m"": 15.0, ""dam_length_m"": 1128.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02204"", ""authority_level"": ""B2"", ""completion_year"": 1969.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 26.82, ""commencement_year"": 1964.0, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1400.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1400.0}",{},False,2026-09-03T04:52:14.819262+00:00
46,AP_DAM_WRIS_AP01MH0140,Peddagedda Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0140"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": ""RD"", ""built_year"": null, ""gate_count"": 3.0, ""river_name"": ""Peddagedda"", ""dam_height_m"": 24.0, ""dam_length_m"": 2430.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02205"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Under Construction"", ""spillway_level_m"": 207.0, ""commencement_year"": null, ""spillway_length_m"": 36.0, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 1395.0, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1395.0}",{},False,2026-09-03T04:52:14.819262+00:00
47,AP_DAM_WRIS_AP01MH0016,Pincha Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0016"", ""dam_type"": ""TE + PG"", ""age_years"": 66.0, ""gate_type"": ""LG"", ""built_year"": 1960.0, ""gate_count"": 3.0, ""river_name"": ""Pincha"", ""dam_height_m"": 21.0, ""dam_length_m"": 486.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02216"", ""authority_level"": ""B2"", ""completion_year"": 1960.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 297.26, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 150.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1643.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1644.0}",{},False,2026-09-03T04:52:14.819262+00:00
48,AP_DAM_WRIS_AP01MH0047,Gajuladinne (Sanjeevaiah Sagar) Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0047"", ""dam_type"": ""TE"", ""age_years"": 47.0, ""gate_type"": ""LG"", ""built_year"": 1979.0, ""gate_count"": 6.0, ""river_name"": ""Handri"", ""dam_height_m"": 19.0, ""dam_length_m"": 4400.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D01946"", ""authority_level"": ""B2"", ""completion_year"": 1979.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 371.0, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 2265.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 2267.0}",{},False,2026-09-03T04:52:14.819262+00:00
49,AP_DAM_WRIS_AP01MH0063,Gandipalem /Pcr Gandipalem Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0063"", ""dam_type"": ""TE + PG"", ""age_years"": 45.0, ""gate_type"": ""LG"", ""built_year"": 1981.0, ""gate_count"": 4.0, ""river_name"": ""Pillaperu"", ""dam_height_m"": 21.0, ""dam_length_m"": 388.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D01951"", ""authority_level"": ""B2"", ""completion_year"": 1981.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 140.21, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 815.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1656.5353718, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1658.0}",{},False,2026-09-03T04:52:14.819262+00:00
50,AP_DAM_WRIS_AP01MH0053,Raiwada Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0053"", ""dam_type"": ""TE"", ""age_years"": 45.0, ""gate_type"": ""LG"", ""built_year"": 1981.0, ""gate_count"": 10.0, ""river_name"": ""Sarada"", ""dam_height_m"": 28.0, ""dam_length_m"": 5750.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02223"", ""authority_level"": ""B2"", ""completion_year"": 1981.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 110.0, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 2360.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1897.2285455, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1897.0}",{},False,2026-09-03T04:52:14.819262+00:00
51,AP_DAM_WRIS_AP01LH0013,Rallapadu Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01LH0013"", ""dam_type"": ""TE"", ""age_years"": 68.0, ""gate_type"": ""RD"", ""built_year"": 1958.0, ""gate_count"": 15.0, ""river_name"": ""Manneru"", ""dam_height_m"": 13.85, ""dam_length_m"": 2951.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": ""OG"", ""structure_code"": ""D02227"", ""authority_level"": ""B2"", ""completion_year"": 1958.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 115.0, ""commencement_year"": 1950.0, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 7943.1579001, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 3426.0}",{},False,2026-09-03T04:52:14.819262+00:00
52,AP_DAM_WRIS_AP01HH0064,Jalleru Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0064"", ""dam_type"": ""TE + PG"", ""age_years"": 34.0, ""gate_type"": ""RD"", ""built_year"": 1992.0, ""gate_count"": null, ""river_name"": ""Jalleru"", ""dam_height_m"": 31.42, ""dam_length_m"": 1790.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D01964"", ""authority_level"": ""B2"", ""completion_year"": 1992.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 210.6, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 1069.0, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 339.8, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 348.0}",{},False,2026-09-03T04:52:14.819262+00:00
53,AP_DAM_WRIS_AP01HH0132,Jhanjhavathi / Janjavathi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0132"", ""dam_type"": ""TE"", ""age_years"": null, ""gate_type"": ""RD"", ""built_year"": null, ""gate_count"": 6.0, ""river_name"": ""Svarnamukhi Gomula"", ""dam_height_m"": 34.0, ""dam_length_m"": 4370.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D01971"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Completed"", ""spillway_level_m"": 135.2, ""commencement_year"": null, ""spillway_length_m"": 89.5, ""dam_volume_source_value"": 2919.0, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 6200.0, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 3398.0}",{},False,2026-09-03T04:52:14.819262+00:00
54,AP_DAM_WRIS_AP01MH0015,Kalangi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0015"", ""dam_type"": ""TE"", ""age_years"": 66.0, ""gate_type"": ""RD"", ""built_year"": 1960.0, ""gate_count"": 3.0, ""river_name"": ""Kalangi"", ""dam_height_m"": 18.0, ""dam_length_m"": 3977.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D01989"", ""authority_level"": ""B2"", ""completion_year"": 1960.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": 506.0, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 1387.5253542, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1389.0}","{""manual_daily_reservoir_storage_mcm"": {""max"": 10.08, ""min"": 0.0, ""std"": 1.8597833799288694, ""mean"": 1.4490476241080918, ""count"": 6587, ""latest"": 0.2632, ""latest_zscore"": -0.6376267456231631, ""freshness_days"": 702.8696142734259}, ""manual_daily_reservoir_water_level_m"": {""max"": 88.6968, ""min"": 0.0, ""std"": 21.587384221133497, ""mean"": 55.11904949320241, ""count"": 6620, ""latest"": 64.251841, ""latest_zscore"": 0.42306151654339014, ""freshness_days"": 520.8696142734259}}",True,2026-09-03T04:52:14.819262+00:00
55,AP_DAM_WRIS_AP01MH0056,Konam Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0056"", ""dam_type"": ""TE"", ""age_years"": 46.0, ""gate_type"": ""LG"", ""built_year"": 1980.0, ""gate_count"": 3.0, ""river_name"": ""Pedol"", ""dam_height_m"": 23.0, ""dam_length_m"": 339.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02025"", ""authority_level"": ""B2"", ""completion_year"": 1980.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 95.25, ""commencement_year"": null, ""spillway_length_m"": 296.0, ""dam_volume_source_value"": 267.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1245.9411344, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1260.0}",{},False,2026-09-03T04:52:14.819262+00:00
56,AP_DAM_WRIS_D02041,Kovvadakalva Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": ""TE"", ""age_years"": 22.0, ""gate_type"": ""RD"", ""built_year"": 2004.0, ""gate_count"": 3.0, ""river_name"": ""Kovvada kalva"", ""dam_height_m"": 22.04, ""dam_length_m"": 1630.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D02041"", ""authority_level"": ""B2"", ""completion_year"": 2004.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 84.5, ""commencement_year"": null, ""spillway_length_m"": 35.5, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 17.84810675, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 630.0}",{},False,2026-09-03T04:52:14.819262+00:00
57,AP_DAM_WRIS_AP01MH0052,Krishnapuram (Chittor) Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0052"", ""dam_type"": ""TE"", ""age_years"": 45.0, ""gate_type"": ""LG"", ""built_year"": 1981.0, ""gate_count"": 3.0, ""river_name"": ""Kaulasthali"", ""dam_height_m"": 21.0, ""dam_length_m"": 488.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": ""OG"", ""structure_code"": ""D02050"", ""authority_level"": ""B2"", ""completion_year"": 1981.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 207.0, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 380.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1069.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1077.0}",{},False,2026-09-03T04:52:14.819262+00:00
58,AP_DAM_WRIS_D02086,Lower Sagileru Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": ""TE"", ""age_years"": 67.0, ""gate_type"": ""LG"", ""built_year"": 1959.0, ""gate_count"": 5.0, ""river_name"": ""Sagileru"", ""dam_height_m"": 22.91, ""dam_length_m"": 1905.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02086"", ""authority_level"": ""B2"", ""completion_year"": 1959.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 151.49, ""commencement_year"": null, ""spillway_length_m"": 70.7, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.9, ""design_flood_source_value"": 123.46143968, ""engineering_fields_available"": 9.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
59,AP_DAM_WRIS_AP01MH0078,Maddigedda Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0078"", ""dam_type"": ""TE"", ""age_years"": 45.0, ""gate_type"": ""LG"", ""built_year"": 1981.0, ""gate_count"": 4.0, ""river_name"": ""Janjhavathi"", ""dam_height_m"": 27.0, ""dam_length_m"": 862.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02109"", ""authority_level"": ""B2"", ""completion_year"": 1981.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 183.5, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 526.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 962.77269475, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 969.0}",{},False,2026-09-03T04:52:14.819262+00:00
60,AP_DAM_WRIS_AP01MH0075,Madduvalasa Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0075"", ""dam_type"": ""TE"", ""age_years"": 24.0, ""gate_type"": ""RD"", ""built_year"": 2002.0, ""gate_count"": 11.0, ""river_name"": ""Maddigedda/Suvarnamukhi tributary of Nagavali"", ""dam_height_m"": 16.0, ""dam_length_m"": 2320.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02113"", ""authority_level"": ""B2"", ""completion_year"": 2002.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 57.37, ""commencement_year"": null, ""spillway_length_m"": 159.5, ""dam_volume_source_value"": 867.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 5590.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 5595.0}",{},False,2026-09-03T04:52:14.819262+00:00
61,AP_DAM_WRIS_AP01MH0017,Siddalagandi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0017"", ""dam_type"": ""TE"", ""age_years"": 67.0, ""gate_type"": ""UG"", ""built_year"": 1959.0, ""gate_count"": null, ""river_name"": ""Talakona"", ""dam_height_m"": 12.0, ""dam_length_m"": 1795.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": null, ""structure_code"": ""D02244"", ""authority_level"": ""B2"", ""completion_year"": 1959.0, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.8, ""design_flood_source_value"": 66.601217001, ""engineering_fields_available"": 8.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 67.0}",{},False,2026-09-03T04:52:14.819262+00:00
62,AP_DAM_WRIS_D02269,Surampalem Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": null, ""age_years"": null, ""gate_type"": null, ""built_year"": null, ""gate_count"": null, ""river_name"": ""Burada Kalva"", ""dam_height_m"": null, ""dam_length_m"": null, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02269"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": ""Completed"", ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.2, ""design_flood_source_value"": null, ""engineering_fields_available"": 2.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
63,AP_DAM_WRIS_D02317,Kumili Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": null, ""dam_type"": null, ""age_years"": null, ""gate_type"": ""RD"", ""built_year"": null, ""gate_count"": 4.0, ""river_name"": ""Champavathi"", ""dam_height_m"": null, ""dam_length_m"": 8450.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02317"", ""authority_level"": ""B2"", ""completion_year"": null, ""registry_status"": null, ""spillway_level_m"": null, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 0.4, ""design_flood_source_value"": null, ""engineering_fields_available"": 4.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": null}",{},False,2026-09-03T04:52:14.819262+00:00
64,AP_DAM_WRIS_AP01MH0065,Thammileru Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01MH0065"", ""dam_type"": ""TE"", ""age_years"": 46.0, ""gate_type"": ""LG"", ""built_year"": 1980.0, ""gate_count"": 3.0, ""river_name"": ""Thammileru"", ""dam_height_m"": 23.25, ""dam_length_m"": 6400.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-III"", ""spillway_type"": ""OG"", ""structure_code"": ""D02325"", ""authority_level"": ""B2"", ""completion_year"": 1980.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 103.63231256, ""commencement_year"": 1969.0, ""spillway_length_m"": null, ""dam_volume_source_value"": 2549.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 736.23794304, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 736.0}",{},False,2026-09-03T04:52:14.819262+00:00
65,AP_DAM_WRIS_AP01HH0043,Thandava(Sri Raja Sagi Suryanarayana Raju (Srssr) Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0043"", ""dam_type"": ""TE"", ""age_years"": 52.0, ""gate_type"": ""LG"", ""built_year"": 1974.0, ""gate_count"": 4.0, ""river_name"": ""Thandava"", ""dam_height_m"": 32.7, ""dam_length_m"": 201.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": ""OG"", ""structure_code"": ""D02341"", ""authority_level"": ""B2"", ""completion_year"": 1974.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 111.37, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": 199.0, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 2124.0, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1218.0}",{},False,2026-09-03T04:52:14.819262+00:00
66,AP_DAM_WRIS_AP01HH0024,Thatipudi Dam,dam,ap_dam_barrage_state_v1,"{""origin"": ""GOVERNMENT_DERIVED_MIRROR"", ""nrld_no"": ""AP01HH0024"", ""dam_type"": ""TE + PG"", ""age_years"": 58.0, ""gate_type"": ""LG"", ""built_year"": 1968.0, ""gate_count"": 4.0, ""river_name"": ""Gosthani"", ""dam_height_m"": 37.0, ""dam_length_m"": 585.0, ""quality_flag"": ""SOURCE_PRESERVED"", ""seismic_zone"": ""Seismic Zone-II"", ""spillway_type"": null, ""structure_code"": ""D02344"", ""authority_level"": ""B2"", ""completion_year"": 1968.0, ""registry_status"": ""Completed"", ""spillway_level_m"": 84.43, ""commencement_year"": null, ""spillway_length_m"": null, ""dam_volume_source_value"": null, ""engineering_completeness"": 1.0, ""design_flood_source_value"": 1401.6837762, ""engineering_fields_available"": 10.0, ""engineering_source_confidence"": 0.8, ""spillway_capacity_source_value"": 1513.0}",{},False,2026-09-03T04:52:14.819262+00:00
